record_id,source_type,supplier_tier,industry_sector,country,country_iso3,grid_emission_factor,renewable_energy_pct,energy_kwh_monthly,fuel_litres_monthly,production_qty_units,transport_mode,distance_km,shipment_weight_t,material_type,material_qty_kg,material_ef_kgco2e_kg,transport_ef_kgco2e_tonne_km,energy_co2e_kg,fuel_co2e_kg,material_co2e_kg,transport_co2e_kg,co2e_kg
423,SYNTHETIC,1,Plastics Manufacturing,South Korea,KOR,0.435,,1893.65,798.38,5181.8,sea_bulk,7120.8,4.145,plastic_pp,4318.89,1.65,0.012,617.1539,2147.6488,7126.1734,354.2266,9987.97
1675,SYNTHETIC,3,Mining & Raw Materials,Vietnam,VNM,0.59,18.98,4779.56,116.23,6248.5,road_electric,945.1,4.999,steel,12224.18,1.85,0.021,2302.9652,312.6644,22614.7397,99.2133,26219.1668
1450,SYNTHETIC,3,Mining & Raw Materials,Australia,AUS,0.66,24.04,7292.12,,1667.0,inland_waterway,5979.2,1.334,chemicals_general,2048.41,2.2,0.031,3690.9,1030.699,4506.4935,247.1833,9931.4224
765,SYNTHETIC,2,Mining & Raw Materials,Saudi Arabia,SAU,0.74,39.04,5879.47,0.0,1874.2,sea_bulk,925.2,1.499,copper,1702.12,3.17,0.012,2698.0532,0.0,5395.707,16.6469,7678.0837
520,SYNTHETIC,1,Food Processing,United States,USA,0.386,66.28,890.63,0.0,7672.9,inland_waterway,3343.1,6.138,cardboard,9613.13,0.89,0.031,127.7181,0.0,8555.6876,636.1497,9287.4821
1432,SYNTHETIC,3,Renewable Energy Components,United Kingdom,GBR,0.207,24.72,2503.13,0.0,6902.9,air_freight,2143.6,5.522,aluminium,4049.26,8.24,0.602,402.4516,0.0,33365.8662,7126.2291,40166.3086
614,SYNTHETIC,2,Semiconductor Fabrication,Turkey,TUR,0.445,25.68,11010.64,0.0,6606.6,rail_freight,,5.285,aluminium,3068.71,8.24,0.028,3698.0252,0.0,25286.2077,140.768,28413.1409
1531,SYNTHETIC,3,Semiconductor Fabrication,Saudi Arabia,SAU,0.74,26.18,3903.88,0.0,5821.8,rail_freight,6750.7,4.657,copper,4526.29,3.17,0.028,2152.938,0.0,14348.332,880.3361,17573.4146
1783,SYNTHETIC,3,Steel & Metals,Brazil,BRA,0.08,15.53,5386.81,623.09,4460.7,sea_bulk,951.3,3.569,aluminium,6399.9,8.24,0.012,380.7363,1676.1058,52735.162,40.7382,56711.4018
1659,SYNTHETIC,3,Logistics & Freight,South Korea,KOR,0.435,41.77,439.28,712.19,1840.3,inland_waterway,142.4,1.472,cardboard,2236.72,0.89,0.031,114.945,1915.7987,1990.6769,6.5005,3974.4176
454,SYNTHETIC,1,Plastics Manufacturing,United States,USA,0.386,15.37,2445.32,145.46,10038.2,sea_bulk,8751.3,8.031,plastic_pet,17900.2,3.1,0.012,806.3135,391.294,55490.6136,843.3374,54949.1984
731,SYNTHETIC,2,Plastics Manufacturing,China,CHN,0.581,73.14,1736.74,1292.25,3712.1,air_freight,1707.1,2.97,plastic_pet,2573.36,3.1,0.602,296.4459,3476.1528,7977.4228,3051.9181,14996.7337
535,SYNTHETIC,1,Mining & Raw Materials,South Africa,ZAF,0.89,40.9,6364.47,,7393.9,road_electric,3160.7,5.915,copper,5752.13,3.17,0.021,3399.6121,606.0885,18234.2377,392.618,23102.9304
966,SYNTHETIC,2,Semiconductor Fabrication,Saudi Arabia,SAU,0.74,21.83,5721.13,,4408.7,sea_bulk,2461.9,3.527,chemicals_general,5622.05,2.2,0.012,3334.6072,0.0,12368.506,104.1932,15403.6603
1285,SYNTHETIC,2,Pharmaceutical Manufacturing,Mexico,MEX,0.42,41.59,3394.81,0.0,4759.0,sea_container,4405.4,3.807,chemicals_general,4180.71,2.2,0.016,861.0534,0.0,9197.5697,268.355,10724.5733
1740,SYNTHETIC,3,Pharmaceutical Manufacturing,China,CHN,0.581,23.14,4468.62,0.0,5401.8,air_freight,2585.8,4.321,chemicals_general,6363.09,2.2,0.602,2016.1841,0.0,13998.8019,6726.8031,23145.7536
262,SYNTHETIC,1,Pharmaceutical Manufacturing,Turkey,TUR,0.445,38.76,4123.42,0.0,5260.9,road_electric,7318.2,4.209,plastic_pet,5701.59,3.1,0.021,1155.6802,0.0,17674.9425,646.7999,19366.9153
536,SYNTHETIC,1,Automotive Manufacturing,South Korea,KOR,0.435,58.02,3082.62,0.0,3028.3,air_freight,2885.8,2.423,rubber,2786.67,3.85,0.602,598.7285,0.0,10728.6641,4208.7287,15221.8211
969,SYNTHETIC,2,Plastics Manufacturing,India,IND,0.7082,27.39,1458.83,533.06,6624.0,sea_container,452.0,5.299,chemicals_general,6204.37,2.2,0.016,758.1119,1433.9384,13649.6168,38.3248,15596.7703
241,SYNTHETIC,1,Electronics Assembly,Turkey,TUR,0.445,,1113.76,0.0,3543.1,road_electric,3042.3,2.834,plastic_pet,2369.49,3.1,0.021,329.5191,0.0,7345.4224,181.0893,8083.5565
820,SYNTHETIC,2,Renewable Energy Components,Mexico,MEX,0.42,29.38,1882.44,0.0,100.0,sea_container,371.9,0.08,aluminium,100.0,8.24,0.016,569.4347,0.0,824.0,0.4761,1442.4861
693,SYNTHETIC,2,Steel & Metals,South Africa,ZAF,0.89,15.49,8051.26,583.23,5186.3,rail_freight,8359.0,4.149,copper,9414.81,3.17,0.028,6080.4515,1568.9015,29844.9478,971.087,39019.888
421,SYNTHETIC,1,Textiles & Apparel,Turkey,TUR,0.445,12.68,849.76,0.0,5847.2,sea_container,3185.8,4.678,plastic_pet,3871.69,3.1,0.016,332.3423,0.0,12002.2281,238.4431,12652.8272
1086,SYNTHETIC,2,Pharmaceutical Manufacturing,South Korea,KOR,0.435,40.14,4536.17,0.0,1269.7,road_electric,3240.6,1.016,plastic_pet,1441.38,3.1,0.021,1217.6777,0.0,4468.2871,69.1275,5961.443
1999,SYNTHETIC,3,Chemical Processing,Germany,DEU,0.385,50.75,4834.06,,4370.6,rail_freight,50.0,3.496,glass,7189.29,0.85,0.028,965.5886,378.3794,6110.8982,4.895,7561.5971
366,SYNTHETIC,1,Packaging Materials,Vietnam,VNM,0.59,61.73,1846.17,0.0,6513.1,road_diesel,854.3,5.21,plastic_pet,10558.43,3.1,0.1033,439.6076,0.0,32731.1287,459.7925,33856.272
1023,SYNTHETIC,2,Packaging Materials,Germany,DEU,0.385,45.36,745.92,0.0,3634.0,sea_bulk,465.5,2.907,cardboard,2100.52,0.89,0.012,163.6877,0.0,1869.4587,16.2389,2107.9778
1241,SYNTHETIC,2,Semiconductor Fabrication,France,FRA,0.056,40.16,6642.48,0.0,6731.9,sea_bulk,668.2,5.386,copper,5822.2,3.17,0.012,275.9518,0.0,18456.3841,43.1841,18955.7978
589,SYNTHETIC,1,Construction Materials,South Korea,KOR,0.435,21.44,2433.29,647.06,7584.7,inland_waterway,5479.2,6.068,concrete,11522.86,0.13,0.031,841.9963,1740.599,1497.972,1030.6455,4930.7862
737,SYNTHETIC,2,Steel & Metals,Mexico,MEX,0.42,,8829.29,283.57,4840.9,rail_freight,,3.873,steel,3130.46,1.85,0.028,3388.5486,762.8066,5791.3427,72.9775,10286.6181
1762,SYNTHETIC,3,Agricultural Commodities,India,IND,0.7082,,620.16,72.36,2674.2,road_diesel,,2.139,wood_timber,4979.04,0.46,0.1033,345.5578,194.6589,2290.3606,734.4932,3729.708
942,SYNTHETIC,2,Construction Materials,Turkey,TUR,0.445,9.48,1136.57,486.97,5016.0,road_diesel,3563.2,4.013,wood_timber,8635.6,0.46,0.1033,459.9998,1309.9377,3972.3758,1477.0248,6992.5462
72,SYNTHETIC,1,Packaging Materials,Japan,JPN,0.47,9.36,1661.75,,7088.9,sea_container,416.2,5.671,plastic_pet,8349.08,3.1,0.016,711.0374,0.0,25882.1549,37.7628,26775.1864
1408,SYNTHETIC,3,Mining & Raw Materials,China,CHN,0.581,13.33,3134.29,1821.06,889.8,road_electric,7000.3,0.712,steel,714.65,1.85,0.021,1586.6837,4898.6463,1322.1086,104.6448,7713.602
260,SYNTHETIC,1,Renewable Energy Components,Mexico,MEX,0.42,16.61,2343.89,0.0,7518.8,inland_waterway,1110.2,6.015,aluminium,4271.83,8.24,0.031,828.7187,0.0,35199.8446,207.009,34918.9471
52,SYNTHETIC,1,Automotive Manufacturing,Germany,DEU,0.385,,2677.84,0.0,4963.2,sea_bulk,9784.1,3.971,aluminium,5397.22,8.24,0.012,662.2469,0.0,44473.064,466.1822,43324.1183
199,SYNTHETIC,1,Construction Materials,Mexico,MEX,0.42,35.11,1922.92,0.0,4668.4,sea_container,1977.7,3.735,concrete,7669.42,0.13,0.016,537.5467,0.0,997.0251,118.1799,1646.7829
1789,SYNTHETIC,3,Food Processing,Mexico,MEX,0.42,3.42,1346.79,0.0,6358.8,rail_freight,3442.6,5.087,plastic_pet,7688.08,3.1,0.028,547.2378,0.0,23833.0546,490.3494,25710.5333
651,SYNTHETIC,2,Logistics & Freight,United Kingdom,GBR,0.207,10.02,319.67,569.23,3755.8,inland_waterway,398.8,3.005,plastic_pp,3369.07,1.65,0.031,60.1806,1531.2386,5558.9711,37.1478,7441.8172
333,SYNTHETIC,1,Food Processing,Saudi Arabia,SAU,0.74,,1112.54,0.0,7999.1,inland_waterway,127.2,6.399,glass,4629.45,0.85,0.031,686.7387,0.0,3935.0357,25.2373,4604.9799
1360,SYNTHETIC,2,Chemical Processing,Turkey,TUR,0.445,30.33,5008.37,,3205.9,road_diesel,5841.4,2.565,glass,3124.73,0.85,0.1033,1583.1541,2934.2461,2656.0219,1547.5998,8854.3661
594,SYNTHETIC,1,Plastics Manufacturing,France,FRA,0.056,42.62,2519.41,287.24,4429.9,inland_waterway,3455.7,3.544,plastic_pet,7140.06,3.1,0.031,102.4287,772.6808,22134.1727,379.6561,23152.5497
1392,SYNTHETIC,2,Construction Materials,Turkey,TUR,0.445,24.28,3292.3,57.63,6266.3,air_freight,1776.1,5.013,steel,10848.18,1.85,0.602,1125.36,155.0335,20069.1317,5360.124,26870.58
1801,SYNTHETIC,3,Textiles & Apparel,South Korea,KOR,0.435,13.44,519.0,0.0,6116.8,sea_bulk,992.5,4.893,plastic_pet,8688.42,3.1,0.012,196.8222,0.0,26934.1053,58.2783,26247.4124
1315,SYNTHETIC,2,Logistics & Freight,Mexico,MEX,0.42,,483.04,0.0,4470.1,road_electric,3772.8,3.576,cardboard,6115.69,0.89,0.021,105.9948,0.0,5442.9629,283.3278,5875.1004
1112,SYNTHETIC,2,Plastics Manufacturing,Australia,AUS,0.66,9.33,1766.92,120.96,6136.8,inland_waterway,,4.909,plastic_pet,4122.75,3.1,0.031,1060.6147,325.3806,12780.5382,593.9283,14931.3006
1007,SYNTHETIC,2,Mining & Raw Materials,India,IND,0.7082,17.54,4151.58,610.78,2115.7,inland_waterway,159.2,1.693,copper,3510.06,3.17,0.031,2439.1381,1643.0012,11126.8879,8.3512,15184.7759
1327,SYNTHETIC,2,Pharmaceutical Manufacturing,South Korea,KOR,0.435,12.58,3701.32,0.0,3128.0,sea_bulk,1836.7,2.502,glass,5143.88,0.85,0.012,1416.8937,0.0,4372.2946,55.1542,5928.0782
427,SYNTHETIC,1,Automotive Manufacturing,United Kingdom,GBR,0.207,16.17,2212.64,0.0,4993.1,road_diesel,140.7,3.994,plastic_pp,5535.7,1.65,0.1033,391.1258,0.0,9133.906,58.0651,9761.2876
1559,SYNTHETIC,3,Pharmaceutical Manufacturing,Saudi Arabia,SAU,0.74,44.45,4003.34,0.0,3711.4,inland_waterway,2262.4,2.969,plastic_pet,2035.2,3.1,0.031,1681.2338,0.0,6309.121,208.2427,8206.6737
1294,SYNTHETIC,2,Electronics Assembly,Mexico,MEX,0.42,16.34,854.75,0.0,6014.6,sea_container,3669.8,4.812,aluminium,7167.51,8.24,0.016,303.1238,0.0,59060.3181,282.5313,60326.8683
591,SYNTHETIC,1,Food Processing,South Korea,KOR,0.435,5.89,1761.67,0.0,2796.4,inland_waterway,2150.6,2.237,cardboard,2246.05,0.89,0.031,723.2447,0.0,1998.9846,149.1463,2823.6795
1958,SYNTHETIC,3,Construction Materials,Germany,DEU,0.385,,2353.69,2093.55,3723.1,inland_waterway,3027.2,2.978,glass,4529.18,0.85,0.031,812.4602,5631.6417,3849.7991,279.5063,11126.8157
1977,SYNTHETIC,3,Textiles & Apparel,United States,USA,0.386,57.06,798.31,0.0,7166.8,road_electric,1172.9,5.733,cotton_fabric,8829.95,8.0,0.021,141.4216,0.0,70639.5953,141.2223,73850.5391
1133,SYNTHETIC,2,Packaging Materials,Saudi Arabia,SAU,0.74,11.59,2329.04,,6591.4,inland_waterway,5328.4,5.273,plastic_pet,10709.2,3.1,0.031,1529.0725,0.0,33198.5067,871.0161,37108.7188
986,SYNTHETIC,2,Mining & Raw Materials,Brazil,BRA,0.08,36.63,8352.09,314.23,6734.3,sea_container,1363.1,5.387,concrete,9552.08,0.13,0.016,484.608,845.267,1241.7703,117.4947,2651.5697
399,SYNTHETIC,1,Mining & Raw Materials,Japan,JPN,0.47,20.42,3495.67,538.12,264.1,inland_waterway,1342.3,0.211,copper,503.95,3.17,0.031,1321.6725,1447.5361,1597.533,8.7919,4390.0239
1512,SYNTHETIC,3,Automotive Manufacturing,China,CHN,0.581,38.85,2069.23,0.0,8132.2,road_diesel,116.6,6.506,plastic_pp,8997.79,1.65,0.1033,751.2346,0.0,14846.354,78.3667,15719.7012
437,SYNTHETIC,1,Packaging Materials,Japan,JPN,0.47,30.14,1564.84,0.0,4664.6,sea_container,380.5,3.732,plastic_pet,6637.38,3.1,0.016,523.242,0.0,20575.8661,22.7212,21036.8275
193,SYNTHETIC,1,Food Processing,United Kingdom,GBR,0.207,10.12,2235.83,0.0,7968.5,road_diesel,206.8,6.375,glass,11409.67,0.85,0.1033,420.4868,0.0,9698.2219,136.2083,10355.1474
1436,SYNTHETIC,3,Textiles & Apparel,United Kingdom,GBR,0.207,28.55,1161.46,0.0,6475.8,sea_container,153.5,5.181,plastic_pet,15350.68,3.1,0.016,178.4202,0.0,47587.1177,12.7217,46048.8087
615,SYNTHETIC,2,Agricultural Commodities,Turkey,TUR,0.445,,747.94,526.57,6079.1,sea_bulk,8436.7,4.863,cardboard,8379.89,0.89,0.012,294.8146,1416.4785,7458.1051,492.3566,9667.2857
1494,SYNTHETIC,3,Electronics Assembly,Mexico,MEX,0.42,28.37,1188.52,0.0,2993.2,sea_container,497.0,2.395,aluminium,3051.41,8.24,0.016,364.3122,0.0,25143.6439,19.0398,25644.5694
577,SYNTHETIC,1,Pharmaceutical Manufacturing,China,CHN,0.581,,2146.18,0.0,6247.7,sea_container,3467.3,4.998,glass,7071.48,0.85,0.016,456.2916,0.0,6010.7555,277.2873,6579.8758
987,SYNTHETIC,2,Food Processing,Saudi Arabia,SAU,0.74,39.57,926.22,0.0,6617.3,inland_waterway,5869.6,5.294,cardboard,4426.16,0.89,0.031,421.502,0.0,3939.28,963.2519,5277.949
1433,SYNTHETIC,3,Steel & Metals,Germany,DEU,0.385,28.55,3009.6,11.79,3913.2,sea_container,1147.7,3.131,copper,4063.59,3.17,0.016,845.0212,31.7131,12881.5684,57.4862,14170.4688
707,SYNTHETIC,2,Steel & Metals,India,IND,0.7082,62.99,5208.8,1673.6,1642.2,rail_freight,2326.6,1.314,copper,1867.48,3.17,0.028,1430.9384,4501.9927,5919.907,85.5841,11504.9999
1259,SYNTHETIC,2,Construction Materials,Brazil,BRA,0.08,54.46,2197.46,1997.26,3157.7,road_electric,203.3,2.526,wood_timber,2853.52,0.46,0.021,103.9919,5372.6245,1312.621,10.7863,7025.5427
142,SYNTHETIC,1,Packaging Materials,Japan,JPN,0.47,63.09,904.87,0.0,10556.7,road_diesel,4965.7,8.445,glass,14882.31,0.85,0.1033,168.4025,0.0,12649.9645,4332.1521,16772.3963
1358,SYNTHETIC,2,Construction Materials,Brazil,BRA,0.08,18.4,3041.93,335.74,4303.4,road_electric,640.4,3.443,concrete,3394.35,0.13,0.021,209.7667,903.1432,441.2654,46.2978,1569.0791
3,SYNTHETIC,1,Mining & Raw Materials,Australia,AUS,0.66,25.09,2935.45,0.0,5168.8,air_freight,2338.3,4.135,copper,5077.06,3.17,0.602,1465.9934,0.0,16094.2738,5820.8205,23458.8924
1222,SYNTHETIC,2,Packaging Materials,Turkey,TUR,0.445,43.6,969.22,0.0,6711.8,road_electric,,5.369,plastic_pet,11753.61,3.1,0.021,251.7032,0.0,36436.1994,552.9522,39641.4447
1870,SYNTHETIC,3,Mining & Raw Materials,France,FRA,0.056,17.41,6431.96,0.0,4022.4,rail_freight,2919.0,3.218,concrete,3744.05,0.13,0.028,319.8863,0.0,486.7262,263.0097,1069.8233
1623,SYNTHETIC,3,Steel & Metals,India,IND,0.7082,24.51,6974.03,0.0,7304.8,air_freight,1287.2,5.844,copper,11906.45,3.17,0.602,3762.6987,0.0,37743.4453,4528.2491,48526.3418
340,SYNTHETIC,1,Pharmaceutical Manufacturing,South Africa,ZAF,0.89,28.34,2606.07,0.0,6588.6,sea_bulk,5398.1,5.271,chemicals_general,3406.62,2.2,0.012,1676.8488,0.0,7494.5605,341.4332,9069.4727
1770,SYNTHETIC,3,Steel & Metals,South Korea,KOR,0.435,22.3,3396.91,447.24,7051.4,sea_bulk,2976.0,5.641,copper,9668.84,3.17,0.012,1163.3165,1203.0857,30650.2333,201.4537,32846.9459
1537,SYNTHETIC,3,Construction Materials,Mexico,MEX,0.42,17.58,1445.25,123.8,7490.3,road_electric,1170.9,5.992,concrete,10191.43,0.13,0.021,505.3926,333.0345,1324.8855,147.3419,2334.8922
484,SYNTHETIC,1,Pharmaceutical Manufacturing,France,FRA,0.056,17.72,3835.76,,9672.0,sea_bulk,2362.6,7.738,plastic_pet,12676.5,3.1,0.012,190.3284,0.0,39297.1407,219.3746,39717.0357
266,SYNTHETIC,1,Renewable Energy Components,Vietnam,VNM,0.59,7.36,1064.52,0.0,7051.4,inland_waterway,983.7,5.641,steel,6550.56,1.85,0.031,583.4219,0.0,12118.5316,172.0239,13207.5151
377,SYNTHETIC,1,Textiles & Apparel,Australia,AUS,0.66,36.9,771.47,0.0,1527.7,air_freight,254.1,1.222,cotton_fabric,1660.41,8.0,0.602,326.9697,0.0,13283.2458,186.9543,13540.9262
742,SYNTHETIC,2,Agricultural Commodities,Vietnam,VNM,0.59,7.79,638.26,0.0,2868.3,road_electric,3934.0,2.295,cotton_fabric,5531.06,8.0,0.021,348.2455,0.0,44248.4677,189.5691,45365.7717
1014,SYNTHETIC,2,Construction Materials,South Korea,KOR,0.435,20.07,5634.68,1671.29,2881.3,road_electric,,2.305,glass,4731.81,0.85,0.021,1981.8073,4495.7756,4022.0403,75.1282,10279.2332
440,SYNTHETIC,1,Logistics & Freight,United Kingdom,GBR,0.207,40.89,293.53,285.22,3464.2,sea_container,2977.5,2.771,cardboard,5796.73,0.89,0.016,38.317,767.2497,5159.0941,132.0262,6402.8446
272,SYNTHETIC,1,Automotive Manufacturing,South Korea,KOR,0.435,25.78,2734.23,632.49,6137.0,air_freight,8530.8,4.91,rubber,8776.4,3.85,0.602,896.8902,1701.3849,33789.1246,25213.385,61613.8376
185,SYNTHETIC,1,Renewable Energy Components,Mexico,MEX,0.42,26.51,2151.69,0.0,2931.0,rail_freight,453.1,2.345,steel,2260.24,1.85,0.028,675.5079,0.0,4181.4497,29.7502,4458.4342
940,SYNTHETIC,2,Chemical Processing,India,IND,0.7082,29.62,4787.85,0.0,3733.4,sea_bulk,518.8,2.987,plastic_pp,6698.46,1.65,0.012,2414.7066,0.0,11052.4518,18.5951,12657.4166
245,SYNTHETIC,1,Textiles & Apparel,China,CHN,0.581,28.09,1414.4,0.0,7813.6,inland_waterway,555.4,6.251,plastic_pet,6996.57,3.1,0.031,598.8674,0.0,21689.3817,107.6252,22175.0834
932,SYNTHETIC,2,Logistics & Freight,United Kingdom,GBR,0.207,10.92,289.88,427.64,3424.9,sea_container,5148.4,2.74,cardboard,4039.73,0.89,0.016,54.085,1150.3543,3595.3632,225.6988,4787.0882
446,SYNTHETIC,1,Renewable Energy Components,India,IND,0.7082,39.82,2740.12,0.0,3647.2,sea_bulk,1128.5,2.918,aluminium,6055.98,8.24,0.012,1189.5974,0.0,49901.2535,39.511,50794.3866
597,SYNTHETIC,1,Mining & Raw Materials,France,FRA,0.056,11.4,6102.71,417.19,3564.0,road_electric,4264.3,2.851,steel,8461.98,1.85,0.021,316.714,1122.2529,15654.6594,255.3308,16790.3234
818,SYNTHETIC,2,Construction Materials,China,CHN,0.581,60.91,2175.24,179.69,3211.9,rail_freight,1754.9,2.57,wood_timber,3175.91,0.46,0.028,520.4959,483.3625,1460.9201,126.2559,2696.2099
1273,SYNTHETIC,2,Logistics & Freight,Brazil,BRA,0.08,8.68,198.06,52.33,2169.3,inland_waterway,2596.2,1.735,cardboard,1591.88,0.89,0.031,14.8134,140.7683,1416.7774,139.6732,1787.5668
1677,SYNTHETIC,3,Food Processing,South Africa,ZAF,0.89,13.63,829.58,0.0,3626.1,sea_bulk,1978.6,2.901,cardboard,2564.59,0.89,0.012,639.9188,0.0,2282.4876,68.8752,3016.1769
487,SYNTHETIC,1,Construction Materials,Turkey,TUR,0.445,40.36,3731.9,1012.72,5584.6,inland_waterway,1530.8,4.468,concrete,5010.24,0.13,0.031,1020.5731,2724.2135,651.3309,212.0085,4575.2641
681,SYNTHETIC,2,Mining & Raw Materials,South Korea,KOR,0.435,12.66,5545.69,146.01,5341.5,sea_bulk,3043.0,4.273,concrete,7911.96,0.13,0.012,2120.9809,392.7771,1028.5547,156.0377,3639.8034
416,SYNTHETIC,1,Packaging Materials,France,FRA,0.056,42.78,1506.73,0.0,6053.9,sea_bulk,7825.6,4.843,glass,6443.44,0.85,0.012,61.1731,0.0,5476.9223,454.7985,6059.426
274,SYNTHETIC,1,Textiles & Apparel,France,FRA,0.056,12.4,1155.07,0.0,7024.6,rail_freight,2120.1,5.62,cotton_fabric,4591.43,8.0,0.028,59.5278,0.0,36731.4573,333.6016,37202.2664
1472,SYNTHETIC,3,Renewable Energy Components,United Kingdom,GBR,0.207,45.88,3063.76,0.0,7485.0,road_electric,733.8,5.988,aluminium,5567.51,8.24,0.021,371.3543,0.0,45876.2865,92.2714,45433.5701
1830,SYNTHETIC,3,Renewable Energy Components,South Africa,ZAF,0.89,10.59,2131.03,0.0,6186.5,inland_waterway,5165.6,4.949,aluminium,5684.58,8.24,0.031,1700.194,0.0,46840.9304,792.5419,49194.1844
1455,SYNTHETIC,3,Agricultural Commodities,South Korea,KOR,0.435,16.3,363.69,1551.18,841.9,road_diesel,6007.9,0.674,cotton_fabric,1084.43,8.0,0.1033,133.6068,4172.6876,8675.4279,418.0055,12699.9803
251,SYNTHETIC,1,Agricultural Commodities,China,CHN,0.581,31.88,524.96,779.16,3375.0,road_diesel,3800.4,2.7,wood_timber,3621.04,0.46,0.1033,211.1127,2095.9533,1665.6784,1059.9525,4864.8879
414,SYNTHETIC,1,Electronics Assembly,Mexico,MEX,0.42,29.78,743.17,0.0,2535.5,rail_freight,,2.028,aluminium,4254.31,8.24,0.028,223.619,0.0,35055.5351,121.5141,36350.8015
1386,SYNTHETIC,2,Construction Materials,Saudi Arabia,SAU,0.74,,1759.49,1102.32,2751.6,rail_freight,2034.4,2.201,wood_timber,2081.56,0.46,0.028,980.3711,2965.238,957.5154,125.3924,4975.3263
1308,SYNTHETIC,2,Logistics & Freight,India,IND,0.7082,35.14,148.07,1400.61,1325.9,sea_container,1504.3,1.061,plastic_pp,950.27,1.65,0.016,69.0527,3767.6496,1567.9441,25.5315,5490.6495
716,SYNTHETIC,2,Steel & Metals,France,FRA,0.056,3.3,6533.4,143.23,6897.4,sea_container,2451.7,5.518,copper,5508.4,3.17,0.016,358.1055,385.2753,17461.6308,216.4512,18238.343
311,SYNTHETIC,1,Steel & Metals,Australia,AUS,0.66,22.74,8429.59,668.1,4389.8,road_electric,937.7,3.512,steel,4218.48,1.85,0.021,4336.512,1797.1937,7804.1809,69.1574,13502.2427
927,SYNTHETIC,2,Pharmaceutical Manufacturing,Japan,JPN,0.47,31.54,2771.49,0.0,417.7,inland_waterway,232.0,0.334,chemicals_general,560.92,2.2,0.031,909.2097,0.0,1234.0159,2.4037,2142.3851
382,SYNTHETIC,1,Food Processing,United States,USA,0.386,18.56,1565.51,0.0,4951.3,rail_freight,5705.4,3.961,plastic_pet,2880.23,3.1,0.028,497.9549,0.0,8928.7058,632.7813,10163.5799
1566,SYNTHETIC,3,Logistics & Freight,Australia,AUS,0.66,9.74,484.31,1687.07,4674.3,rail_freight,3827.4,3.739,cardboard,6338.65,0.89,0.028,289.4542,4538.2287,5641.3999,400.7458,10958.5069
426,SYNTHETIC,1,Food Processing,United States,USA,0.386,15.3,1627.91,0.0,6242.2,inland_waterway,741.5,4.994,glass,4495.13,0.85,0.031,537.2404,0.0,3820.8585,114.7828,4162.0866
1875,SYNTHETIC,3,Renewable Energy Components,Australia,AUS,0.66,5.69,1761.03,0.0,3185.4,rail_freight,1901.6,2.548,copper,4624.12,3.17,0.028,1098.1956,0.0,14658.4595,135.6854,15541.9744
533,SYNTHETIC,1,Pharmaceutical Manufacturing,India,IND,0.7082,23.37,2640.03,0.0,6558.5,air_freight,1178.3,5.247,glass,8196.96,0.85,0.602,1445.0593,0.0,6967.4146,3721.7451,12223.8
753,SYNTHETIC,2,Food Processing,United States,USA,0.386,19.76,482.77,0.0,5634.3,rail_freight,664.5,4.507,glass,6112.35,0.85,0.028,151.4385,0.0,5195.4951,83.8614,5470.7177
766,SYNTHETIC,2,Logistics & Freight,Australia,AUS,0.66,41.6,469.96,164.17,4405.5,air_freight,2912.1,3.524,plastic_pp,7598.72,1.65,0.602,185.0681,441.6178,12537.8959,6178.5979,19886.3956
1357,SYNTHETIC,2,Logistics & Freight,Vietnam,VNM,0.59,34.81,310.54,335.45,5200.9,air_freight,199.9,4.161,cardboard,6303.53,0.89,0.602,121.5992,902.3562,5610.1387,500.7193,7480.731
409,SYNTHETIC,1,Automotive Manufacturing,South Korea,KOR,0.435,21.13,2987.19,0.0,4256.3,sea_bulk,2122.3,3.405,plastic_pp,5653.7,1.65,0.012,1037.5381,0.0,9328.5997,86.718,10513.7077
1615,SYNTHETIC,3,Mining & Raw Materials,United States,USA,0.386,35.0,6538.46,45.22,1919.1,road_diesel,7073.7,1.535,steel,2035.46,1.85,0.1033,1686.3833,121.6435,3765.5999,1121.8542,7085.1892
695,SYNTHETIC,2,Automotive Manufacturing,South Korea,KOR,0.435,17.59,3242.17,0.0,2913.9,sea_container,811.8,2.331,steel,2247.15,1.85,0.016,1173.6245,0.0,4157.2344,30.2772,5570.5968
1739,SYNTHETIC,3,Construction Materials,United Kingdom,GBR,0.207,32.2,2088.46,269.94,4812.7,sea_bulk,230.5,3.85,glass,5940.13,0.85,0.012,306.5605,726.1448,5049.1095,10.6514,6141.5251
549,SYNTHETIC,1,Agricultural Commodities,Japan,JPN,0.47,34.37,452.19,988.36,2972.6,air_freight,53.4,2.378,cotton_fabric,4342.71,8.0,0.602,142.6014,2658.6887,34741.6781,76.5064,39230.3089
937,SYNTHETIC,2,Food Processing,United Kingdom,GBR,0.207,42.53,1578.63,0.0,6705.8,road_diesel,5597.7,5.365,cardboard,9667.29,0.89,0.1033,201.2407,0.0,8603.8859,3102.0835,11760.7409
1390,SYNTHETIC,2,Construction Materials,Turkey,TUR,0.445,23.3,1431.35,3583.29,433.5,inland_waterway,1737.2,0.347,wood_timber,586.75,0.46,0.031,495.216,9639.056,269.9038,18.6744,10390.1585
1608,SYNTHETIC,3,Packaging Materials,Japan,JPN,0.47,13.76,1368.65,0.0,4139.1,sea_container,11614.4,3.311,plastic_pet,5348.6,3.1,0.016,558.5044,0.0,16580.6697,615.3356,17652.8433
